ID	ENTITY_NAME__C	EXECUTED_PRODUCT_NAME__C	PRODUCT_NAME__C	APPROVE_ACTION_PLAN__C	Execution Tracker	EXECUTION_TRACKER_PRODUCT__C
a0l200000061N4CAAU	0012000000yLJTnAAO	LIC Jeevan Tarang	NA	a31200000000juT	ET#55538	
a0l200000061N4FAAU	0012000000yLJTnAAO	PPF	NA	a31200000000juQ	ET#55541	
a0l20000008rf8lAAA	00120000011DbCbAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001mfQ	ET#57402	
a0l20000008rf8mAAA	00120000011DbCbAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001mfR	ET#57403	
a0l20000008rf8nAAA	00120000011DbCbAAK	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001mfS	ET#57404	
a0l20000008rf8oAAA	00120000011DbCbAAK	Savings Bank Account	Savings Account	a31200000001mfp	ET#57405	
a0l20000008rf8pAAA	00120000011DbCbAAK	BSL savings	Birla Sun Life Savings Fund	a31200000001mfq	ET#57402	
a0l20000008rf8qAAA	00120000011DbCbAAK	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001mfr	ET#57403	
a0l20000008rf8rAAA	00120000011DbCbAAK	HDFC Life Click 2 Protect.(Sum Assured of Rs.50,00,000)	HDFC Life Click 2 Protect	a31200000001mfs	ET#57404	
a0l20000008rf8sAAA	00120000011DbCbAAK	HDFC Life Click 2 Protect.	HDFC Life Click 2 Protect	a31200000001mft	ET#57409	
a0l20000008rf8uAAA	00120000011DbCbAAK	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001mfv	ET#57411	
a0l20000008rf8wAAA	00120000011DbCbAAK	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001mfx	ET#57413	
a0l20000008rf8xAAA	00120000011DbCbAAK	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001mfy	ET#57414	
a0l20000008rf8yAAA	00120000011DbCbAAK	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001mfz	ET#57415	
a0lw0000008sIHyAAM	00120000011DaUFAA0	HDFC Life Click 2 Protect - (Sum Assured 1.60 cr)	#N/A	a31200000001f1G	ET#60695	
a0lw0000008sII2AAM	00120000011DaUFAA0	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001f1B	ET#60699	
a0lw0000008sII3AAM	00120000011DaUFAA0	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001f1A	ET#60700	
a0lw0000008t5PrAAI	0012000000yEuodAAC	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001feM	ET#63814	
a0lw0000008t5PsAAI	0012000000yEuodAAC	Saving's A/c	Savings Account	a31200000001feL	ET#63815	
a0lw0000008t5PwAAI	0012000000yEuodAAC	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001feG	ET#63819	
a0lw0000008t5Q0AAI	0012000000yEuodAAC	Reliance Equity Opportunities Fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001feC	ET#63823	
a0lw0000008t5Q2AAI	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001feA	ET#63825	
a0lw0000008t5Q6AAI	0012000000yEuodAAC	Reliance Equity Opportunities Fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001fe6	ET#63829	
a0lw0000008t5Q8AAI	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001fe4	ET#63831	
a0lw0000008t5QEAAY	0012000000yEuodAAC	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001fdy	ET#63837	
a0lw0000008t5QKAAY	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001fds	ET#63869	
a0lw0000008t5QOAAY	0012000000yEuodAAC	Reliance Equity Opportunities Fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001fdo	ET#63847	
a0lw0000008t5QQAAY	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001fdm	ET#63849	
a0lw0000008t5QWAAY	0012000000yEuodAAC	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001fdg	ET#63855	
a0lw0000008t5QYAAY	0012000000yEuodAAC	BSL Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a31200000001fde	ET#63857	
a0lw0000008t5QcAAI	0012000000yEuodAAC	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001fda	ET#63861	
a0lw0000008t5QeAAI	0012000000yEuodAAC	BSL Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a31200000001fdY	ET#63837	
a0lw0000008t5QgAAI	0012000000yEuodAAC	Reliance Equity Opportunities Fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001fdW	ET#63865	
a0lw0000008t5QiAAI	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001fdU	ET#63867	
a0lw0000008t5QkAAI	0012000000yEuodAAC	BSL Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a31200000001fdS	ET#63869	
a0lw0000008t5QlAAI	0012000000yEuodAAC	Reliance Equity Opportunities Fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001fdR	ET#63870	
a0lw0000008t5QnAAI	0012000000yEuodAAC	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a31200000001fdP	ET#63872	
a0lw0000008t5QpAAI	0012000000yEuodAAC	BSL Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a31200000001fdN	ET#63874	
a0l200000061AVBAA2	0012000000xryZiAAI	Bajaj Allianz  Health Guard	#N/A	a31200000000K0t	ET#42851	
a0l200000061AVCAA2	0012000000xryZiAAI	Bajaj Allianz  Critical Illness	#N/A	a31200000000K0u	ET#42852	
a0lw0000008szguAAA	0012000000rJIzIAAW	AMC	#N/A	a31w00000002Yut	#N/A	
a0lw0000008szgvAAA	0012000000rJIzIAAW	AMC	#N/A	a31w00000002Yuu	#N/A	
a0lw0000008szh3AAA	0012000000wnNEyAAM	HDFC	#N/A	a31w00000002Yus	#N/A	
a0l2000000619AwAAI	0012000000xp8KsAAI	Bsl Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a31200000000JwR	ET#41851	
a0l2000000619AxAAI	0012000000xp8KsAAI	Dsp Equity Fund	DSP BlackRock Equity Fund	a31200000000JwS	ET#41852	
a0l200000061PYaAAM	00120000011w6QQAAY	BSL Savings	Birla Sun Life Savings Fund	a31200000001j0h	ET#56838	
a0l200000061PYbAAM	00120000011w6QQAAY	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001j0i	ET#56839	
a0l200000061PYdAAM	00120000011w6QQAAY	BSL Savings	Birla Sun Life Savings Fund	a31200000001j0l	ET#56816	
a0l200000061PY1AAM	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j08	ET#56803	
a0l200000061PXuAAM	00120000011w6QQAAY	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001j01	ET#56796	
a0l200000061PXvAAM	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j02	ET#56797	
a0l200000061PXwAAM	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j03	ET#56798	
a0l200000061PXxAAM	00120000011w6QQAAY	DSP Equity	DSP BlackRock Equity Fund	a31200000001j04	ET#56799	
a0l200000061PXyAAM	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j05	ET#56800	
a0l200000061PXzAAM	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j06	ET#56801	
a0l200000061PY0AAM	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j07	ET#56802	
a0l200000061PY5AAM	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j0C	ET#56833	
a0l200000061PY6AAM	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j0D	ET#56834	
a0l200000061PY7AAM	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j0E	ET#56835	
a0l200000061PY8AAM	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j0F	ET#56836	
a0l200000061PYIAA2	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j0P	ET#56820	
a0l200000061PYJAA2	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j0Q	ET#56821	
a0l200000061PYKAA2	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j0R	ET#56822	
a0l200000061PYLAA2	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j0S	ET#56823	
a0l200000061PYOAA2	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j0V	ET#56826	
a0l200000061PYPAA2	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j0W	ET#56827	
a0l200000061PYQAA2	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j0X	ET#56828	
a0l200000061PYRAA2	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j0Y	ET#56829	
a0l200000061PYSAA2	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0Z	ET#56830	
a0l200000061PYUAA2	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j0b	ET#56832	
a0l200000061PYVAA2	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j0c	ET#56833	
a0l200000061PYWAA2	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j0d	ET#56834	
a0l200000061PYXAA2	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j0e	ET#56835	
a0l200000061PYYAA2	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0f	ET#56836	
a0l200000061PY2AAM	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j09	ET#56804	
a0l200000061PY3AAM	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0A	ET#56805	
a0l200000061PY9AAM	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0G	ET#56811	
a0l200000061PYBAA2	00120000011w6QQAAY	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001j0I	ET#56839	
a0l200000061PYCAA2	00120000011w6QQAAY	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001j0J	ET#56814	
a0l200000061PYDAA2	00120000011w6QQAAY	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001j0K	ET#56815	
a0l200000061PYEAA2	00120000011w6QQAAY	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001j0L	ET#56816	
a0l200000061PYFAA2	00120000011w6QQAAY	Pramerica Equity	Pramerica Equity Fund	a31200000001j0M	ET#56817	
a0l200000061PYGAA2	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0N	ET#56818	
a0l200000061PYMAA2	00120000011w6QQAAY	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001j0T	ET#56824	
a0l200000060ewQAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ8	#N/A	
a0l200000060ewRAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ7	#N/A	
a0l200000060ewSAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ7	#N/A	
a0l200000060ewTAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ6	ET#32452	
a0l200000060ewUAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ4	ET#32453	
a0l200000060ewVAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ3	ET#32454	
a0l200000060ewWAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ2	ET#32455	
a0l200000060ewXAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ1	ET#32456	
a0l200000060ewYAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ0	ET#32457	
a0l200000060ewZAAQ	0012000000xGmkKAAS		#N/A	a31200000000IPz	ET#32482	
a0l200000060ewaAAA	0012000000xGmkKAAS		#N/A	a31200000000IPx	ET#32484	
a0l200000060ewbAAA	0012000000xGmkKAAS		#N/A	a31200000000IPv	ET#32460	
a0l200000060ewcAAA	0012000000xGmkKAAS		#N/A	a31200000000IPu	ET#32461	
a0l200000060ewdAAA	0012000000xGmkKAAS		#N/A	a31200000000IPt	ET#32462	
a0l200000060eweAAA	0012000000xGmkKAAS		#N/A	a31200000000IPs	ET#32463	
a0l200000060ewfAAA	0012000000xGmkKAAS		#N/A	a31200000000IPr	ET#32464	
a0l200000060ewgAAA	0012000000xGmkKAAS		#N/A	a31200000000IPq	ET#32465	
a0l200000060ewhAAA	0012000000xGmkKAAS		#N/A	a31200000000IPp	ET#32466	
a0l200000060ewiAAA	0012000000xGmkKAAS		#N/A	a31200000000IPo	ET#32467	
a0l200000060ewjAAA	0012000000xGmkKAAS		#N/A	a31200000000IPn	ET#32468	
a0l200000060ewkAAA	0012000000xGmkKAAS		#N/A	a31200000000IPm	ET#32469	
a0l200000060ewlAAA	0012000000xGmkKAAS		#N/A	a31200000000IPl	ET#32470	
a0l200000060ewmAAA	0012000000xGmkKAAS		#N/A	a31200000000IPk	ET#32471	
a0l200000060ewnAAA	0012000000xGmkKAAS		#N/A	a31200000000IPj	ET#32472	
a0l200000060ewoAAA	0012000000xGmkKAAS		#N/A	a31200000000IPi	ET#32473	
a0l200000060ewpAAA	0012000000xGmkKAAS		#N/A	a31200000000IPh	ET#32474	
a0l200000060ewqAAA	0012000000xGmkKAAS		#N/A	a31200000000IPg	ET#32475	
a0l200000060ewrAAA	0012000000xGmkKAAS		#N/A	a31200000000IPf	ET#32476	
a0l200000060ewsAAA	0012000000xGmkKAAS		#N/A	a31200000000IPe	ET#32477	
a0l200000060ewtAAA	0012000000xGmkKAAS		#N/A	a31200000000IPd	ET#32478	
a0l200000060ewuAAA	0012000000xGmkKAAS		#N/A	a31200000000IPc	ET#32479	
a0l200000060ewvAAA	0012000000xGmkKAAS		#N/A	a31200000000IPb	ET#32480	
a0l200000060ewwAAA	0012000000xGmkKAAS		#N/A	a31200000000IPa	ET#32481	
a0l200000060ewxAAA	0012000000xGmkKAAS		#N/A	a31200000000IPZ	ET#32482	
a0l200000060ewyAAA	0012000000xGmkKAAS		#N/A	a31200000000IPY	ET#32483	
a0l200000060ewzAAA	0012000000xGmkKAAS		#N/A	a31200000000IPX	ET#32484	
a0l200000060evuAAA	0012000000xGmkKAAS		#N/A	a31200000000IQa	ET#32417	
a0l200000060evvAAA	0012000000xGmkKAAS		#N/A	a31200000000IQZ	ET#32418	
a0l200000060evwAAA	0012000000xGmkKAAS		#N/A	a31200000000IQY	ET#32419	
a0l200000060evxAAA	0012000000xGmkKAAS		#N/A	a31200000000IQX	ET#32420	
a0l200000060evyAAA	0012000000xGmkKAAS		#N/A	a31200000000IQW	ET#32421	
a0l200000060evzAAA	0012000000xGmkKAAS		#N/A	a31200000000IQV	ET#32422	
a0l200000060ew0AAA	0012000000xGmkKAAS		#N/A	a31200000000IQU	ET#32423	
a0l200000060ew1AAA	0012000000xGmkKAAS	Click 2 Protect	#N/A	a31200000000IQT	ET#32424	
a0l200000060ew2AAA	0012000000xGmkKAAS		#N/A	a31200000000IQS	#N/A	
a0l200000060ew3AAA	0012000000xGmkKAAS		#N/A	a31200000000IQS	#N/A	
a0l200000060ew4AAA	0012000000xGmkKAAS		#N/A	a31200000000IQR	#N/A	
a0l200000060ew5AAA	0012000000xGmkKAAS		#N/A	a31200000000IQQ	#N/A	
a0l200000060ew6AAA	0012000000xGmkKAAS		#N/A	a31200000000IQP	#N/A	
a0l200000060ew7AAA	0012000000xGmkKAAS		#N/A	a31200000000IQO	#N/A	
a0l200000060ew8AAA	0012000000xGmkKAAS		#N/A	a31200000000IQN	#N/A	
a0l200000060ew9AAA	0012000000xGmkKAAS		#N/A	a31200000000IQM	#N/A	
a0l200000060ewAAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQL	#N/A	
a0l200000060ewBAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQK	#N/A	
a0l200000060ewCAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQJ	#N/A	
a0l200000060ewDAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQI	#N/A	
a0l200000060ewEAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQH	#N/A	
a0l200000060ewFAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQH	#N/A	
a0l200000060ewGAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQG	#N/A	
a0l200000060ewHAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQF	#N/A	
a0l200000060ewIAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQE	#N/A	
a0l200000060ewJAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQD	#N/A	
a0l200000060ewKAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQC	#N/A	
a0l200000060ewLAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQB	#N/A	
a0l200000060ewMAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQB	#N/A	
a0l200000060ewNAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQA	ET#32417	
a0l200000060ewOAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQA	ET#32417	
a0l200000060ewPAAQ	0012000000xGmkKAAS		#N/A	a31200000000IQ9	#N/A	
a0l200000061QaFAAU	0012000000yLa7xAAC	Saving Bank A/c	#N/A	a31200000001irT	ET#57128	
a0l200000061QaHAAU	0012000000yLa7xAAC	Reliance Money Manager Fund	Reliance Money Manager Fund - Retail Plan	a31200000001irQ	ET#57130	
a0l200000061QaMAAU	0012000000yLa7xAAC	Pramerica Ultra Short Term Bond	Pramerica Ultra Short Term Bond Fund	a31200000001irL	ET#57135	
a0l200000061QaOAAU	0012000000yLa7xAAC	Reliance Money Manager Fund	Reliance Money Manager Fund - Retail Plan	a31200000001irJ	ET#57137	
a0l200000061QaUAAU	0012000000yLa7xAAC	Reliance Money Manager Fund	Reliance Money Manager Fund - Retail Plan	a31200000001irD	ET#57143	
a0l200000061QaaAAE	0012000000yLa7xAAC	Reliance Equity Opportunities Fund - Retail Plan	#N/A	a31200000001ir7	ET#57149	
a0l200000061QafAAE	0012000000yLa7xAAC	Reliance Equity Opportunities Fund - Retail Plan	#N/A	a31200000001ir2	ET#57154	
a0l200000061QamAAE	0012000000yLa7xAAC	Reliance Equity Opportunities Fund - Retail Plan	#N/A	a31200000001iqv	ET#57161	
a0l200000061QasAAE	0012000000yLa7xAAC	Reliance Equity Opportunities Fund - Retail Plan	#N/A	a31200000001iqp	ET#57167	
a0l2000000619JlAAI	0012000000zGeVeAAK	HDFC Equity Fund - G	#N/A	a312000000010Za	#N/A	
a0l2000000619JmAAI	0012000000zGeVeAAK	Reliance Equity Opportunities Fund-G	#N/A	a312000000010Zg	#N/A	
a0l2000000619JnAAI	0012000000zGeVeAAK	IDFC Premier Equity Fund-G	#N/A	a312000000010Zk	#N/A	
a0l2000000619JoAAI	0012000000zGeVeAAK	HDFC Top 200 Fund - G	#N/A	a312000000010Zm	#N/A	
a0l2000000619JpAAI	0012000000zGeVeAAK	Reliance Equity Opportunities Fund-G	#N/A	a312000000010Zp	#N/A	
a0l2000000619JqAAI	0012000000zGeVeAAK	ICICI Prudential Discovery Fund	ICICI Discovery	a312000000010Zv	#N/A	
a0l2000000619JrAAI	0012000000zGeVeAAK	Reliance Gold Savings Fund-G	#N/A	a312000000010Zw	#N/A	
a0l2000000619JxAAI	0012000000zIBy7AAG		#N/A	a312000000010L3	#N/A	
a0l2000000619JyAAI	0012000000zIBy7AAG	ICICI Prudential Dynamic- G	#N/A	a312000000010Zl	#N/A	
a0l2000000619JzAAI	0012000000zIBy7AAG	ICICI Prudential Dynamic- G	#N/A	a312000000010Zl	#N/A	
a0l2000000619J5AAI	0012000000zGeVeAAK	BSL Short term	Birla Sun Life Short Term	a312000000010Yt	ET#42162	
a0l200000061LGpAAM	00120000010PtRlAAK	BSL Frontline Equity Fund	Birla Sun Life Frontline Equity Fund	a312000000018yz	ET#52453	
a0l200000061LGwAAM	00120000010PtRlAAK	Hdfc Top 200 Fund	HDFC Top 200 Fund	a312000000018z6	ET#52460	
a0l200000061LH8AAM	00120000010PtRlAAK	Idfc Sterling Equity	IDFC Sterling Equity Fund	a312000000018zI	ET#52472	
a0l200000061LHAAA2	00120000010PtRlAAK	Bsl Dynamic Fund	Birla Sun Life Dynamic Bond Fund	a312000000018zK	ET#52474	
a0l200000061LHBAA2	00120000010PtRlAAK	Hdfc Top 200 Fund	HDFC Top 200 Fund	a312000000018zL	ET#52475	
a0l200000061LHEAA2	00120000010PtRlAAK	Dsp Equity	DSP BlackRock Equity Fund	a312000000018zO	ET#52478	
a0l200000061LHFAA2	00120000010PtRlAAK	Idfc Sterling Equity	IDFC Sterling Equity Fund	a312000000018zP	ET#52479	
a0l200000061LHVAA2	00120000010PtRlAAK	HDFC TOP 200 FUND - GROWTH PLAN	#N/A	a312000000018ze	#N/A	
a0l200000061QZGAA2	00120000011DbCgAAK	HDFC Life Click 2 Protect.	HDFC Life Click 2 Protect	a31200000001kpv	ET#57092	
a0l200000061QZHAA2	00120000011DbCgAAK	savings Account	Savings Account	a31200000001kpu	ET#57093	
a0l200000061QZIAA2	00120000011DbCgAAK	Pramerica Ultra Short Term Bond	Pramerica Ultra Short Term Bond Fund	a31200000001kps	ET#57069	
a0l200000061QZJAA2	00120000011DbCgAAK	BSL Savings	Birla Sun Life Savings Fund	a31200000001kpr	ET#57096	
a0l200000061QZKAA2	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpq	ET#57097	
a0l200000061QZLAA2	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpp	ET#57072	
a0l200000061QZMAA2	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpo	ET#57073	
a0l200000061QZNAA2	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpn	ET#57074	
a0l200000061QZOAA2	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kpm	ET#57075	
a0l200000061QZPAA2	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpl	ET#57076	
a0l200000061QZQAA2	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kpk	ET#57077	
a0l200000061QZSAA2	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpi	ET#57079	
a0l200000061QZTAA2	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kph	ET#57080	
a0l200000061QZUAA2	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpg	ET#57081	
a0l200000061QZVAA2	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpf	ET#57082	
a0l200000061QZWAA2	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kpe	ET#57083	
a0l200000061QZXAA2	00120000011DbCgAAK	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001kpd	ET#57084	
a0l200000061QZYAA2	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpc	ET#57085	
a0l200000061QZZAA2	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpb	ET#57086	
a0l200000061QZaAAM	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpa	ET#57087	
a0l200000061QZbAAM	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpZ	ET#57088	
a0l200000061QZcAAM	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kpY	ET#57089	
a0l200000061QZdAAM	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpX	ET#57090	
a0l200000061QZeAAM	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpW	ET#57091	
a0l200000061QZfAAM	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpV	ET#57092	
a0l200000061QZgAAM	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpU	ET#57093	
a0l200000061QZhAAM	00120000011DbCgAAK	BSL Dynamic	Birla Sun Life Dynamic Bond Fund	a31200000001kpT	ET#57094	
a0l200000061QZjAAM	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpR	ET#57096	
a0l200000061QZkAAM	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpQ	ET#57097	
a0l200000061QZlAAM	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpP	ET#57072	
a0l200000061QZmAAM	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpO	ET#57073	
a0l200000061QZnAAM	00120000011DbCgAAK	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001kpN	ET#57074	
a0l200000061QZpAAM	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpL	ET#57076	
a0l200000061QZqAAM	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpK	ET#57077	
a0l200000061QZrAAM	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpJ	ET#57104	
a0l200000061QZsAAM	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpI	ET#57079	
a0l200000061QZtAAM	00120000011DbCgAAK	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001kpH	ET#57080	
a0l200000061QZvAAM	00120000011DbCgAAK	Reliance equity opportunities fund	Reliance Equity Opportunities Fund - Retail Plan (G)	a31200000001kpF	ET#57082	
a0l200000061QZwAAM	00120000011DbCgAAK	Pramerica Equity	Pramerica Equity Fund	a31200000001kpE	ET#57083	
a0l200000061QZxAAM	00120000011DbCgAAK	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001kpD	ET#57084	
a0l200000061QZyAAM	00120000011DbCgAAK	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001kpC	ET#57085	
a0l200000061QZzAAM	00120000011DbCgAAK	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001kpB	ET#57086	
