"ID","ISDELETED","NAME","RECORDTYPEID","PRODUCT_NAME__C","CURRENT_NAV__C","PRODUCTTYPE__C","SIP_ALLOWED__C","CURRENTLY_RECOMMENDED__C","FEES__C","FEES_IN_ADVANCE_OR_ON_SERVICE_DELIVERY__C","PRODUCT_MANUFACTURER__C","IS_ACTIVE__C","EARN_UPFRONT_FEES__C","EARN_TRAIL_FEES__C","EARN_ONE_TIME_FEES__C","RECOMMENDED_IMAGE__C","ACTIVE_RECOMMENDATION_COUNT__C","CUSTOMUNIQUEKEY__C","INVESTMENT_TYPE__C","POLICY_TYPE__C","IS_RECOMMENDED__C","ISTOPUPSERVICE__C","ISRENEWALALLOWED__C","SUBSCRIPTION_PERIOD_IN_DAYS__C","RENEWAL_PERIOD_IN_DAYS__C","BASE_PRODUCT_WEIGHTAGE__C","NO_OF_GOALS_ALLOWED__C","GOALS_ALLOWED_LIST__C","DATA_COLLECTION_ANALYSIS_CONTROL__C","FINANCIAL_PLANING_OUTPUT_REPORT__C","RENEWAL_GRACE_DAYS__C","ISRENEWALDATEUPDATE__C"
"a1RW000000015igMAA","false","PRD-002933","012W00000004QVmIAM","Reliance Growth Fund - Retail Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Growth Fund - Retail PlanMutual Funda1QW00000001FuTMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015ihMAA","false","PRD-002934","012W00000004QVmIAM","Reliance Liquid Fund - Cash Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Liquid Fund - Cash PlanMutual Funda1QW00000001FuTMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015h5MAA","false","PRD-002884","012W00000004QVmIAM","Reliance Money Manager Fund - Retail Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Money Manager Fund - Retail PlanMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015h6MAA","false","PRD-002885","012W00000004QVmIAM","Reliance Monthly Income Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Monthly Income PlanMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015h7MAA","false","PRD-002886","012W00000004QVmIAM","Reliance Regular Savings Fund - Debt Option - Retail Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Regular Savings Fund - Debt Option - Retail PlanMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015h8MAA","false","PRD-002887","012W00000004QVmIAM","Reliance Tax Saver (ELSS) Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Tax Saver (ELSS) FundMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000010xWMAQ","false","PRD-001883","012W00000004PUxIAM","Risk Planning","0.0","Base Product","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Risk PlanningBase Producta1QW00000001BaEMAU","","","false","false","false","363.0","30.0","10.0","0.0","","Portfolio Summary;Networth;Cash Flow;Asset Allocation;Emergency Planning;Life Insurance Planning;General Insurance Planning;Global Assumptions","Introduction;Disclosure Statement;Financial Statements;Emergency Planning;Life Insurance Analysis;General Insurance;Summary Action Plan;Annexure 1;Financial Plan Review;Investment Risk;Delivery Acknowledgement","15.0","false"
"a1RW000000015h9MAA","false","PRD-002888","012W00000004QVmIAM","SBI Dynamic Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvGMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","SBI Dynamic Bond FundMutual Funda1QW00000001FvGMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hAMAQ","false","PRD-002889","012W00000004QVmIAM","SBI Emerging Businesses Fund - Regular Plan - G","0.0","Mutual Fund","","No","","false","a1QW00000001FvGMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","SBI Emerging Businesses Fund - Regular Plan - GMutual Funda1QW00000001FvGMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hIMAQ","false","PRD-002897","012W00000004QVmIAM","SBI Magnum Tax Gain Scheme","0.0","Mutual Fund","","No","","false","a1QW00000001FvGMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","SBI Magnum Tax Gain SchemeMutual Funda1QW00000001FvGMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000010xlMAA","false","PRD-001886","012W00000004PUxIAM","Starter Financial Planning","0.0","Base Product","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Starter Financial PlanningBase Producta1QW00000001BaEMAU","","","false","true","true","364.0","30.0","40.0","3.0","Education;Marriage;House;Car;Vacation;Parental Responsibility;Debt Management;Emergency Fund;Retirement;Money to Heirs;Others","Portfolio Summary;Networth;Cash Flow;Asset Allocation;Emergency Planning;Life Insurance Planning;General Insurance Planning;Succession Planning;Global Assumptions","Introduction;Disclosure Statement;Goal Summary;Financial Statements;Emergency Planning;Individual Goal;Life Insurance Analysis;General Insurance;Estate Planning;Summary Action Plan;Annexure 1;Financial Plan Review;Investment Risk;Delivery Acknowledgement","15.0","false"
"a1RW000000015hBMAQ","false","PRD-002890","012W00000004QVmIAM","Sundaram Select Focus","0.0","Mutual Fund","","No","","false","a1QW00000001FvHMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Sundaram Select FocusMutual Funda1QW00000001FvHMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hCMAQ","false","PRD-002891","012W00000004QVmIAM","Sundaram Select Mid Cap","0.0","Mutual Fund","","No","","false","a1QW00000001FvHMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Sundaram Select Mid CapMutual Funda1QW00000001FvHMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000011b2MAA","false","PRD-001894","012W00000004PbtIAE","Tax Planning","0.0","Value Added Services","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Tax PlanningValue Added Servicesa1QW00000001BaEMAU","","","false","false","false","365.0","365.0","","","","","","","false"
"a1RW000000015hEMAQ","false","PRD-002893","012W00000004QVmIAM","Templeton India Equity Income Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvIMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Templeton India Equity Income FundMutual Funda1QW00000001FvIMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hDMAQ","false","PRD-002892","012W00000004QVmIAM","Templeton India Growth Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvIMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Templeton India Growth FundMutual Funda1QW00000001FvIMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hFMAQ","false","PRD-002894","012W00000004QVmIAM","Templeton India Short Term Income Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvIMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Templeton India Short Term Income PlanMutual Funda1QW00000001FvIMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015hGMAQ","false","PRD-002895","012W00000004QVmIAM","Templeton India Treasury Management Account - Regular Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvIMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Templeton India Treasury Management Account - Regular PlanMutual Funda1QW00000001FvIMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000017tzMAA","false","PRD-003070","012W00000004QVrIAM","Test  Endowment","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test  EndowmentLife Insurancea1QW00000001BaEMAU","","Endowment","false","false","false","","","","","","","","","false"
"a1RW00000001AZKMA2","false","PRD-003401","012W00000004QVmIAM","Test 00","0.0","Mutual Fund","","No","","false","a1QW00000001FvNMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test 00Mutual Funda1QW00000001FvNMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000017uJMAQ","false","PRD-003076","012W00000004QVrIAM","Test Childrens","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test ChildrensLife Insurancea1QW00000001BaEMAU","","Children's","false","false","false","","","","","","","","","false"
"a1RW000000015TGMAY","false","PRD-002743","012W00000004QVwIAM","Test GI","0.0","General Insurance","","No","","false","a1QW00000001BaEMAU","false","true","true","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test GIGeneral Insurancea1QW00000001BaEMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW00000001AahMAE","true","PRD-003402","012W00000004QVwIAM","Test GI 1","0.0","General Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test GI 1General Insurancea1QW00000001BaEMAU","","Critical Illness","false","false","false","","","","","","","","","false"
"a1RW00000001AdqMAE","false","PRD-003403","012W00000004QVwIAM","Test GI 2","0.0","General Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test GI 2General Insurancea1QW00000001BaEMAU","","Critical Illness","false","false","false","","","","","","","","","false"
"a1RW00000001637MAA","false","PRD-002989","012W00000004QVwIAM","Test Householders","0.0","General Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test HouseholdersGeneral Insurancea1QW00000001BaEMAU","","Householder's","false","false","false","","","","","","","","","false"
"a1RW000000017uEMAQ","false","PRD-003073","012W00000004QVrIAM","Test MoneyBack","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test MoneyBackLife Insurancea1QW00000001BaEMAU","","Money-Back","false","false","false","","","","","","","","","false"
"a1RW000000017u9MAA","false","PRD-003072","012W00000004QVrIAM","Test PensionPlan","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test PensionPlanLife Insurancea1QW00000001BaEMAU","","Pension Plan","false","false","false","","","","","","","","","false"
"a1RW000000017u4MAA","false","PRD-003071","012W00000004QVrIAM","Test ULIPDebt","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test ULIPDebtLife Insurancea1QW00000001BaEMAU","","ULIP - Debt","false","false","false","","","","","","","","","false"
"a1RW000000017uOMAQ","false","PRD-003077","012W00000004QVrIAM","Test ULIPEquity","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test ULIPEquityLife Insurancea1QW00000001BaEMAU","","ULIP - Equity","false","false","false","","","","","","","","","false"
"a1RW000000015rVMAQ","false","PRD-002935","012W00000004QVwIAM","Test Vehicle","0.0","General Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test VehicleGeneral Insurancea1QW00000001BaEMAU","","Vehicle","false","false","false","","","","","","","","","false"
"a1RW000000017tuMAA","false","PRD-003069","012W00000004QVrIAM","Test Wholelife","0.0","Life Insurance","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Test WholelifeLife Insurancea1QW00000001BaEMAU","","Whole Life","false","false","false","","","","","","","","","false"
"a1RW000000015hHMAQ","false","PRD-002896","012W00000004QVmIAM","Top Up Policy with Rs.4,00,000 deductible","0.0","Mutual Fund","","No","","false","a1QW00000001FvJMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Top Up Policy with Rs.4,00,000 deductibleMutual Funda1QW00000001FvJMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000011axMAA","false","PRD-001893","012W00000004PbtIAE","Will Writing","0.0","Value Added Services","","No","","false","a1QW00000001BaEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Will WritingValue Added Servicesa1QW00000001BaEMAU","","","false","false","false","365.0","365.0","","","","","","","false"
